Filename,Time (ps),LJ Energy (kJ/mol),Distance (nm)
dhdl_modified_516.xvg,0.0,2673.76123,0.516
dhdl_modified_517.xvg,0.0,2611.505615,0.517
dhdl_modified_518.xvg,0.0,2550.797363,0.518
dhdl_modified_519.xvg,0.0,2491.604248,0.519
dhdl_modified_520.xvg,0.0,2433.875732,0.52
dhdl_modified_521.xvg,0.0,2377.577148,0.521
dhdl_modified_522.xvg,0.0,2322.671387,0.522
dhdl_modified_523.xvg,0.0,2269.119141,0.523
dhdl_modified_524.xvg,0.0,2216.882812,0.524
dhdl_modified_525.xvg,0.0,2165.932129,0.525
dhdl_modified_526.xvg,0.0,2116.233643,0.526
dhdl_modified_527.xvg,0.0,2067.744873,0.527
dhdl_modified_528.xvg,0.0,2020.447998,0.528
dhdl_modified_529.xvg,0.0,1974.304688,0.529
dhdl_modified_530.xvg,0.0,1929.283569,0.53
dhdl_modified_531.xvg,0.0,1885.355347,0.531
dhdl_modified_532.xvg,0.0,1842.495605,0.532
dhdl_modified_533.xvg,0.0,1800.671875,0.533
dhdl_modified_534.xvg,0.0,1759.861206,0.534
dhdl_modified_535.xvg,0.0,1720.037598,0.535
dhdl_modified_536.xvg,0.0,1681.167236,0.536
dhdl_modified_537.xvg,0.0,1643.235962,0.537
dhdl_modified_538.xvg,0.0,1606.215454,0.538
dhdl_modified_539.xvg,0.0,1570.082275,0.539
dhdl_modified_540.xvg,0.0,1534.81311,0.54
dhdl_modified_541.xvg,0.0,1500.383789,0.541
dhdl_modified_542.xvg,0.0,1466.778198,0.542
dhdl_modified_543.xvg,0.0,1433.970703,0.543
dhdl_modified_544.xvg,0.0,1401.943848,0.544
dhdl_modified_545.xvg,0.0,1370.675293,0.545
dhdl_modified_546.xvg,0.0,1340.146851,0.546
dhdl_modified_547.xvg,0.0,1310.340454,0.547
dhdl_modified_548.xvg,0.0,1281.238525,0.548
dhdl_modified_549.xvg,0.0,1252.820435,0.549
dhdl_modified_550.xvg,0.0,1225.071045,0.55
dhdl_modified_551.xvg,0.0,1197.970459,0.551
dhdl_modified_552.xvg,0.0,1171.508423,0.552
dhdl_modified_553.xvg,0.0,1145.662231,0.553
dhdl_modified_554.xvg,0.0,1120.422363,0.554
dhdl_modified_555.xvg,0.0,1095.7677,0.555
dhdl_modified_556.xvg,0.0,1071.689209,0.556
dhdl_modified_557.xvg,0.0,1048.1698,0.557
dhdl_modified_558.xvg,0.0,1025.194458,0.558
dhdl_modified_559.xvg,0.0,1002.751709,0.559
dhdl_modified_560.xvg,0.0,980.827515,0.56
dhdl_modified_561.xvg,0.0,959.408691,0.561
dhdl_modified_562.xvg,0.0,938.484619,0.562
dhdl_modified_563.xvg,0.0,918.040283,0.563
dhdl_modified_564.xvg,0.0,898.065308,0.564
dhdl_modified_565.xvg,0.0,878.547424,0.565
dhdl_modified_566.xvg,0.0,859.478149,0.566
dhdl_modified_567.xvg,0.0,840.844238,0.567
dhdl_modified_568.xvg,0.0,822.633545,0.568
dhdl_modified_569.xvg,0.0,804.838867,0.569
dhdl_modified_570.xvg,0.0,787.448425,0.57
dhdl_modified_571.xvg,0.0,770.451599,0.571
dhdl_modified_572.xvg,0.0,753.841309,0.572
dhdl_modified_573.xvg,0.0,737.606079,0.573
dhdl_modified_574.xvg,0.0,721.736816,0.574
dhdl_modified_575.xvg,0.0,706.226257,0.575
dhdl_modified_576.xvg,0.0,691.064453,0.576
dhdl_modified_577.xvg,0.0,676.243469,0.577
dhdl_modified_578.xvg,0.0,661.753723,0.578
dhdl_modified_579.xvg,0.0,647.590149,0.579
dhdl_modified_580.xvg,0.0,633.742371,0.58
dhdl_modified_581.xvg,0.0,620.204651,0.581
dhdl_modified_582.xvg,0.0,606.966553,0.582
dhdl_modified_583.xvg,0.0,594.02478,0.583
dhdl_modified_584.xvg,0.0,581.370728,0.584
dhdl_modified_585.xvg,0.0,568.997375,0.585
dhdl_modified_586.xvg,0.0,556.897522,0.586
dhdl_modified_587.xvg,0.0,545.063782,0.587
dhdl_modified_588.xvg,0.0,533.493896,0.588
dhdl_modified_589.xvg,0.0,522.178101,0.589
dhdl_modified_590.xvg,0.0,511.111328,0.59
dhdl_modified_591.xvg,0.0,500.28775,0.591
dhdl_modified_592.xvg,0.0,489.700623,0.592
dhdl_modified_593.xvg,0.0,479.346466,0.593
dhdl_modified_594.xvg,0.0,469.218567,0.594
dhdl_modified_595.xvg,0.0,459.311768,0.595
dhdl_modified_596.xvg,0.0,449.620148,0.596
dhdl_modified_597.xvg,0.0,440.140656,0.597
dhdl_modified_598.xvg,0.0,430.867065,0.598
dhdl_modified_599.xvg,0.0,421.794861,0.599
dhdl_modified_600.xvg,0.0,412.919067,0.6
dhdl_modified_601.xvg,0.0,404.234528,0.601
dhdl_modified_602.xvg,0.0,395.737579,0.602
dhdl_modified_603.xvg,0.0,387.424561,0.603
dhdl_modified_604.xvg,0.0,379.291138,0.604
dhdl_modified_605.xvg,0.0,371.331787,0.605
dhdl_modified_606.xvg,0.0,363.542938,0.606
dhdl_modified_607.xvg,0.0,355.921844,0.607
dhdl_modified_608.xvg,0.0,348.463715,0.608
dhdl_modified_609.xvg,0.0,341.165161,0.609
dhdl_modified_610.xvg,0.0,334.02124,0.61
dhdl_modified_611.xvg,0.0,327.030731,0.611
dhdl_modified_612.xvg,0.0,320.18869,0.612
dhdl_modified_613.xvg,0.0,313.491882,0.613
dhdl_modified_614.xvg,0.0,306.937775,0.614
dhdl_modified_615.xvg,0.0,300.520874,0.615
dhdl_modified_616.xvg,0.0,294.241028,0.616
dhdl_modified_617.xvg,0.0,288.093658,0.617
dhdl_modified_618.xvg,0.0,282.075653,0.618
dhdl_modified_619.xvg,0.0,276.184204,0.619
dhdl_modified_620.xvg,0.0,270.417389,0.62
dhdl_modified_621.xvg,0.0,264.770874,0.621
dhdl_modified_622.xvg,0.0,259.243286,0.622
dhdl_modified_623.xvg,0.0,253.831055,0.623
dhdl_modified_624.xvg,0.0,248.53215,0.624
dhdl_modified_625.xvg,0.0,243.343506,0.625
dhdl_modified_626.xvg,0.0,238.263412,0.626
dhdl_modified_627.xvg,0.0,233.28891,0.627
dhdl_modified_628.xvg,0.0,228.418228,0.628
dhdl_modified_629.xvg,0.0,223.647964,0.629
dhdl_modified_630.xvg,0.0,218.976715,0.63
dhdl_modified_631.xvg,0.0,214.402206,0.631
dhdl_modified_632.xvg,0.0,209.922409,0.632
dhdl_modified_633.xvg,0.0,205.534668,0.633
dhdl_modified_634.xvg,0.0,201.237625,0.634
dhdl_modified_635.xvg,0.0,197.029037,0.635
dhdl_modified_636.xvg,0.0,192.906876,0.636
dhdl_modified_637.xvg,0.0,188.869446,0.637
dhdl_modified_638.xvg,0.0,184.914352,0.638
dhdl_modified_639.xvg,0.0,181.040604,0.639
dhdl_modified_640.xvg,0.0,177.245865,0.64
dhdl_modified_641.xvg,0.0,173.528564,0.641
dhdl_modified_642.xvg,0.0,169.887207,0.642
dhdl_modified_643.xvg,0.0,166.319366,0.643
dhdl_modified_644.xvg,0.0,162.8246,0.644
dhdl_modified_645.xvg,0.0,159.40065,0.645
dhdl_modified_646.xvg,0.0,156.046021,0.646
dhdl_modified_647.xvg,0.0,152.758972,0.647
dhdl_modified_648.xvg,0.0,149.538773,0.648
dhdl_modified_649.xvg,0.0,146.383438,0.649
dhdl_modified_650.xvg,0.0,143.291763,0.65
dhdl_modified_651.xvg,0.0,140.262283,0.651
dhdl_modified_652.xvg,0.0,137.293579,0.652
dhdl_modified_653.xvg,0.0,134.384537,0.653
dhdl_modified_654.xvg,0.0,131.534027,0.654
dhdl_modified_655.xvg,0.0,128.740448,0.655
dhdl_modified_656.xvg,0.0,126.002518,0.656
dhdl_modified_657.xvg,0.0,123.319328,0.657
dhdl_modified_658.xvg,0.0,120.689972,0.658
dhdl_modified_659.xvg,0.0,118.11261,0.659
dhdl_modified_660.xvg,0.0,115.586716,0.66
dhdl_modified_661.xvg,0.0,113.110764,0.661
dhdl_modified_662.xvg,0.0,110.684189,0.662
dhdl_modified_663.xvg,0.0,108.30555,0.663
dhdl_modified_664.xvg,0.0,105.973969,0.664
dhdl_modified_665.xvg,0.0,103.688538,0.665
dhdl_modified_666.xvg,0.0,101.448082,0.666
dhdl_modified_667.xvg,0.0,99.251976,0.667
dhdl_modified_668.xvg,0.0,97.098984,0.668
dhdl_modified_669.xvg,0.0,94.988297,0.669
dhdl_modified_670.xvg,0.0,92.918953,0.67
dhdl_modified_671.xvg,0.0,90.890327,0.671
dhdl_modified_672.xvg,0.0,88.901329,0.672
dhdl_modified_673.xvg,0.0,86.951294,0.673
dhdl_modified_674.xvg,0.0,85.039383,0.674
dhdl_modified_675.xvg,0.0,83.164612,0.675
dhdl_modified_676.xvg,0.0,81.326477,0.676
dhdl_modified_677.xvg,0.0,79.524254,0.677
dhdl_modified_678.xvg,0.0,77.756836,0.678
dhdl_modified_679.xvg,0.0,76.023926,0.679
dhdl_modified_680.xvg,0.0,74.324348,0.68
dhdl_modified_681.xvg,0.0,72.657776,0.681
dhdl_modified_682.xvg,0.0,71.023636,0.682
dhdl_modified_683.xvg,0.0,69.42086,0.683
dhdl_modified_684.xvg,0.0,67.849068,0.684
dhdl_modified_685.xvg,0.0,66.30751,0.685
dhdl_modified_686.xvg,0.0,64.795578,0.686
dhdl_modified_687.xvg,0.0,63.31282,0.687
dhdl_modified_688.xvg,0.0,61.858505,0.688
dhdl_modified_689.xvg,0.0,60.431931,0.689
dhdl_modified_690.xvg,0.0,59.03278,0.69
dhdl_modified_691.xvg,0.0,57.660488,0.691
dhdl_modified_692.xvg,0.0,56.314335,0.692
dhdl_modified_693.xvg,0.0,54.99382,0.693
dhdl_modified_694.xvg,0.0,53.69849,0.694
dhdl_modified_695.xvg,0.0,52.427856,0.695
dhdl_modified_696.xvg,0.0,51.181381,0.696
dhdl_modified_697.xvg,0.0,49.958591,0.697
dhdl_modified_698.xvg,0.0,48.758854,0.698
dhdl_modified_699.xvg,0.0,47.581974,0.699
dhdl_modified_700.xvg,0.0,46.42741,0.7
dhdl_modified_701.xvg,0.0,45.294636,0.701
dhdl_modified_702.xvg,0.0,44.183304,0.702
dhdl_modified_703.xvg,0.0,43.092735,0.703
dhdl_modified_704.xvg,0.0,42.0229,0.704
dhdl_modified_705.xvg,0.0,40.973183,0.705
dhdl_modified_706.xvg,0.0,39.943108,0.706
dhdl_modified_707.xvg,0.0,38.93232,0.707
dhdl_modified_708.xvg,0.0,37.940666,0.708
dhdl_modified_709.xvg,0.0,36.967583,0.709
dhdl_modified_710.xvg,0.0,36.012589,0.71
dhdl_modified_711.xvg,0.0,35.075466,0.711
dhdl_modified_712.xvg,0.0,34.155807,0.712
dhdl_modified_713.xvg,0.0,33.253349,0.713
dhdl_modified_714.xvg,0.0,32.367691,0.714
dhdl_modified_715.xvg,0.0,31.498562,0.715
dhdl_modified_716.xvg,0.0,30.645559,0.716
dhdl_modified_717.xvg,0.0,29.808376,0.717
dhdl_modified_718.xvg,0.0,28.986736,0.718
dhdl_modified_719.xvg,0.0,28.180321,0.719
dhdl_modified_720.xvg,0.0,27.388775,0.72
dhdl_modified_721.xvg,0.0,26.611872,0.721
dhdl_modified_722.xvg,0.0,25.849411,0.722
dhdl_modified_723.xvg,0.0,25.101017,0.723
dhdl_modified_724.xvg,0.0,24.366266,0.724
dhdl_modified_725.xvg,0.0,23.645124,0.725
dhdl_modified_726.xvg,0.0,22.937225,0.726
dhdl_modified_727.xvg,0.0,22.242348,0.727
dhdl_modified_728.xvg,0.0,21.560215,0.728
dhdl_modified_729.xvg,0.0,20.890636,0.729
dhdl_modified_730.xvg,0.0,20.233223,0.73
dhdl_modified_731.xvg,0.0,19.587887,0.731
dhdl_modified_732.xvg,0.0,18.954342,0.732
dhdl_modified_733.xvg,0.0,18.33239,0.733
dhdl_modified_734.xvg,0.0,17.721706,0.734
dhdl_modified_735.xvg,0.0,17.122217,0.735
dhdl_modified_736.xvg,0.0,16.533611,0.736
dhdl_modified_737.xvg,0.0,15.955703,0.737
dhdl_modified_738.xvg,0.0,15.388308,0.738
dhdl_modified_739.xvg,0.0,14.831175,0.739
dhdl_modified_740.xvg,0.0,14.284167,0.74
dhdl_modified_741.xvg,0.0,13.747053,0.741
dhdl_modified_742.xvg,0.0,13.219657,0.742
dhdl_modified_743.xvg,0.0,12.70181,0.743
dhdl_modified_744.xvg,0.0,12.193272,0.744
dhdl_modified_745.xvg,0.0,11.693954,0.745
dhdl_modified_746.xvg,0.0,11.203625,0.746
dhdl_modified_747.xvg,0.0,10.722083,0.747
dhdl_modified_748.xvg,0.0,10.249261,0.748
dhdl_modified_749.xvg,0.0,9.784879,0.749
dhdl_modified_750.xvg,0.0,9.328963,0.75
dhdl_modified_751.xvg,0.0,8.88178,0.751
dhdl_modified_752.xvg,0.0,8.443789,0.752
dhdl_modified_753.xvg,0.0,8.015299,0.753
dhdl_modified_754.xvg,0.0,7.596609,0.754
dhdl_modified_755.xvg,0.0,7.188169,0.755
dhdl_modified_756.xvg,0.0,6.790193,0.756
dhdl_modified_757.xvg,0.0,6.402994,0.757
dhdl_modified_758.xvg,0.0,6.026772,0.758
dhdl_modified_759.xvg,0.0,5.661836,0.759
dhdl_modified_760.xvg,0.0,5.308337,0.76
dhdl_modified_761.xvg,0.0,4.966524,0.761
dhdl_modified_762.xvg,0.0,4.636524,0.762
dhdl_modified_763.xvg,0.0,4.318392,0.763
dhdl_modified_764.xvg,0.0,4.012337,0.764
dhdl_modified_765.xvg,0.0,3.718473,0.765
dhdl_modified_766.xvg,0.0,3.436785,0.766
dhdl_modified_767.xvg,0.0,3.16733,0.767
dhdl_modified_768.xvg,0.0,2.91017,0.768
dhdl_modified_769.xvg,0.0,2.665253,0.769
dhdl_modified_770.xvg,0.0,2.432597,0.77
dhdl_modified_771.xvg,0.0,2.212094,0.771
dhdl_modified_772.xvg,0.0,2.003699,0.772
dhdl_modified_773.xvg,0.0,1.807265,0.773
dhdl_modified_774.xvg,0.0,1.622754,0.774
dhdl_modified_775.xvg,0.0,1.449958,0.775
dhdl_modified_776.xvg,0.0,1.288684,0.776
dhdl_modified_777.xvg,0.0,1.138806,0.777
dhdl_modified_778.xvg,0.0,1.000001,0.778
dhdl_modified_779.xvg,0.0,0.872075,0.779
dhdl_modified_780.xvg,0.0,0.75484,0.78
dhdl_modified_781.xvg,0.0,0.647797,0.781
dhdl_modified_782.xvg,0.0,0.550801,0.782
dhdl_modified_783.xvg,0.0,0.463448,0.783
dhdl_modified_784.xvg,0.0,0.385358,0.784
dhdl_modified_785.xvg,0.0,0.316159,0.785
dhdl_modified_786.xvg,0.0,0.255402,0.786
dhdl_modified_787.xvg,0.0,0.202681,0.787
dhdl_modified_788.xvg,0.0,0.157479,0.788
dhdl_modified_789.xvg,0.0,0.119343,0.789
dhdl_modified_790.xvg,0.0,0.087748,0.79
dhdl_modified_791.xvg,0.0,0.062162,0.791
dhdl_modified_792.xvg,0.0,0.041991,0.792
dhdl_modified_793.xvg,0.0,0.02668,0.793
dhdl_modified_794.xvg,0.0,0.015586,0.794
dhdl_modified_795.xvg,0.0,0.008037,0.795
dhdl_modified_796.xvg,0.0,0.003428,0.796
dhdl_modified_797.xvg,0.0,0.001014,0.797
dhdl_modified_798.xvg,0.0,0.000133,0.798
dhdl_modified_799.xvg,0.0,2e-05,0.799
dhdl_modified_800.xvg,0.0,0.0,0.8
dhdl_modified_801.xvg,0.0,0.0,0.801
dhdl_modified_802.xvg,0.0,0.0,0.802
dhdl_modified_803.xvg,0.0,0.0,0.803
dhdl_modified_804.xvg,0.0,0.0,0.804
dhdl_modified_805.xvg,0.0,0.0,0.805
dhdl_modified_806.xvg,0.0,0.0,0.806
dhdl_modified_807.xvg,0.0,0.0,0.807
dhdl_modified_808.xvg,0.0,0.0,0.808
dhdl_modified_809.xvg,0.0,0.0,0.809
dhdl_modified_810.xvg,0.0,0.0,0.81
dhdl_modified_811.xvg,0.0,0.0,0.811
dhdl_modified_812.xvg,0.0,0.0,0.812
dhdl_modified_813.xvg,0.0,0.0,0.813
dhdl_modified_814.xvg,0.0,0.0,0.814
dhdl_modified_815.xvg,0.0,0.0,0.815
dhdl_modified_816.xvg,0.0,0.0,0.816
dhdl_modified_817.xvg,0.0,0.0,0.817
dhdl_modified_818.xvg,0.0,0.0,0.818
dhdl_modified_819.xvg,0.0,0.0,0.819
dhdl_modified_820.xvg,0.0,0.0,0.82
dhdl_modified_821.xvg,0.0,0.0,0.821
dhdl_modified_822.xvg,0.0,0.0,0.822
dhdl_modified_823.xvg,0.0,0.0,0.823
dhdl_modified_824.xvg,0.0,0.0,0.824
dhdl_modified_825.xvg,0.0,0.0,0.825
dhdl_modified_826.xvg,0.0,0.0,0.826
dhdl_modified_827.xvg,0.0,0.0,0.827
dhdl_modified_828.xvg,0.0,0.0,0.828
dhdl_modified_829.xvg,0.0,0.0,0.829
dhdl_modified_830.xvg,0.0,0.0,0.83
dhdl_modified_831.xvg,0.0,0.0,0.831
dhdl_modified_832.xvg,0.0,0.0,0.832
dhdl_modified_833.xvg,0.0,0.0,0.833
dhdl_modified_834.xvg,0.0,0.0,0.834
dhdl_modified_835.xvg,0.0,0.0,0.835
dhdl_modified_836.xvg,0.0,0.0,0.836
dhdl_modified_837.xvg,0.0,0.0,0.837
dhdl_modified_838.xvg,0.0,0.0,0.838
dhdl_modified_839.xvg,0.0,0.0,0.839
dhdl_modified_840.xvg,0.0,0.0,0.84
dhdl_modified_841.xvg,0.0,0.0,0.841
dhdl_modified_842.xvg,0.0,0.0,0.842
dhdl_modified_843.xvg,0.0,0.0,0.843
dhdl_modified_844.xvg,0.0,0.0,0.844
dhdl_modified_845.xvg,0.0,0.0,0.845
dhdl_modified_846.xvg,0.0,0.0,0.846
dhdl_modified_847.xvg,0.0,0.0,0.847
dhdl_modified_848.xvg,0.0,0.0,0.848
dhdl_modified_849.xvg,0.0,0.0,0.849
dhdl_modified_850.xvg,0.0,0.0,0.85
dhdl_modified_851.xvg,0.0,0.0,0.851
dhdl_modified_852.xvg,0.0,0.0,0.852
dhdl_modified_853.xvg,0.0,0.0,0.853
dhdl_modified_854.xvg,0.0,0.0,0.854
dhdl_modified_855.xvg,0.0,0.0,0.855
dhdl_modified_856.xvg,0.0,0.0,0.856
dhdl_modified_857.xvg,0.0,0.0,0.857
dhdl_modified_858.xvg,0.0,0.0,0.858
dhdl_modified_859.xvg,0.0,0.0,0.859
dhdl_modified_860.xvg,0.0,0.0,0.86
dhdl_modified_861.xvg,0.0,0.0,0.861
dhdl_modified_862.xvg,0.0,0.0,0.862
dhdl_modified_863.xvg,0.0,0.0,0.863
dhdl_modified_864.xvg,0.0,0.0,0.864
dhdl_modified_865.xvg,0.0,0.0,0.865
dhdl_modified_866.xvg,0.0,0.0,0.866
dhdl_modified_867.xvg,0.0,0.0,0.867
dhdl_modified_868.xvg,0.0,0.0,0.868
dhdl_modified_869.xvg,0.0,0.0,0.869
dhdl_modified_870.xvg,0.0,0.0,0.87
dhdl_modified_871.xvg,0.0,0.0,0.871
dhdl_modified_872.xvg,0.0,0.0,0.872
dhdl_modified_873.xvg,0.0,0.0,0.873
dhdl_modified_874.xvg,0.0,0.0,0.874
dhdl_modified_875.xvg,0.0,0.0,0.875
dhdl_modified_876.xvg,0.0,0.0,0.876
dhdl_modified_877.xvg,0.0,0.0,0.877
dhdl_modified_878.xvg,0.0,0.0,0.878
dhdl_modified_879.xvg,0.0,0.0,0.879
dhdl_modified_880.xvg,0.0,0.0,0.88
dhdl_modified_881.xvg,0.0,0.0,0.881
dhdl_modified_882.xvg,0.0,0.0,0.882
dhdl_modified_883.xvg,0.0,0.0,0.883
dhdl_modified_884.xvg,0.0,0.0,0.884
dhdl_modified_885.xvg,0.0,0.0,0.885
dhdl_modified_886.xvg,0.0,0.0,0.886
dhdl_modified_887.xvg,0.0,0.0,0.887
dhdl_modified_888.xvg,0.0,0.0,0.888
dhdl_modified_889.xvg,0.0,0.0,0.889
dhdl_modified_890.xvg,0.0,0.0,0.89
dhdl_modified_891.xvg,0.0,0.0,0.891
dhdl_modified_892.xvg,0.0,0.0,0.892
dhdl_modified_893.xvg,0.0,0.0,0.893
dhdl_modified_894.xvg,0.0,0.0,0.894
dhdl_modified_895.xvg,0.0,0.0,0.895
dhdl_modified_896.xvg,0.0,0.0,0.896
dhdl_modified_897.xvg,0.0,0.0,0.897
dhdl_modified_898.xvg,0.0,0.0,0.898
dhdl_modified_899.xvg,0.0,0.0,0.899
dhdl_modified_900.xvg,0.0,0.0,0.9
dhdl_modified_901.xvg,0.0,0.0,0.901
dhdl_modified_902.xvg,0.0,0.0,0.902
dhdl_modified_903.xvg,0.0,0.0,0.903
dhdl_modified_904.xvg,0.0,0.0,0.904
dhdl_modified_905.xvg,0.0,0.0,0.905
dhdl_modified_906.xvg,0.0,0.0,0.906
dhdl_modified_907.xvg,0.0,0.0,0.907
dhdl_modified_908.xvg,0.0,0.0,0.908
dhdl_modified_909.xvg,0.0,0.0,0.909
dhdl_modified_910.xvg,0.0,0.0,0.91
dhdl_modified_911.xvg,0.0,0.0,0.911
dhdl_modified_912.xvg,0.0,0.0,0.912
dhdl_modified_913.xvg,0.0,0.0,0.913
dhdl_modified_914.xvg,0.0,0.0,0.914
dhdl_modified_915.xvg,0.0,0.0,0.915
dhdl_modified_916.xvg,0.0,0.0,0.916
dhdl_modified_917.xvg,0.0,0.0,0.917
dhdl_modified_918.xvg,0.0,0.0,0.918
dhdl_modified_919.xvg,0.0,0.0,0.919
dhdl_modified_920.xvg,0.0,0.0,0.92
dhdl_modified_921.xvg,0.0,0.0,0.921
dhdl_modified_922.xvg,0.0,0.0,0.922
dhdl_modified_923.xvg,0.0,0.0,0.923
dhdl_modified_924.xvg,0.0,0.0,0.924
dhdl_modified_925.xvg,0.0,0.0,0.925
dhdl_modified_926.xvg,0.0,0.0,0.926
dhdl_modified_927.xvg,0.0,0.0,0.927
dhdl_modified_928.xvg,0.0,0.0,0.928
dhdl_modified_929.xvg,0.0,0.0,0.929
dhdl_modified_930.xvg,0.0,0.0,0.93
dhdl_modified_931.xvg,0.0,0.0,0.931
dhdl_modified_932.xvg,0.0,0.0,0.932
dhdl_modified_933.xvg,0.0,0.0,0.933
dhdl_modified_934.xvg,0.0,0.0,0.934
dhdl_modified_935.xvg,0.0,0.0,0.935
dhdl_modified_936.xvg,0.0,0.0,0.936
dhdl_modified_937.xvg,0.0,0.0,0.937
dhdl_modified_938.xvg,0.0,0.0,0.938
dhdl_modified_939.xvg,0.0,0.0,0.939
dhdl_modified_940.xvg,0.0,0.0,0.94
dhdl_modified_941.xvg,0.0,0.0,0.941
dhdl_modified_942.xvg,0.0,0.0,0.942
dhdl_modified_943.xvg,0.0,0.0,0.943
dhdl_modified_944.xvg,0.0,0.0,0.944
dhdl_modified_945.xvg,0.0,0.0,0.945
dhdl_modified_946.xvg,0.0,0.0,0.946
dhdl_modified_947.xvg,0.0,0.0,0.947
dhdl_modified_948.xvg,0.0,0.0,0.948
dhdl_modified_949.xvg,0.0,0.0,0.949
dhdl_modified_950.xvg,0.0,0.0,0.95
dhdl_modified_951.xvg,0.0,0.0,0.951
dhdl_modified_952.xvg,0.0,0.0,0.952
dhdl_modified_953.xvg,0.0,0.0,0.953
dhdl_modified_954.xvg,0.0,0.0,0.954
dhdl_modified_955.xvg,0.0,0.0,0.955
dhdl_modified_956.xvg,0.0,0.0,0.956
dhdl_modified_957.xvg,0.0,0.0,0.957
dhdl_modified_958.xvg,0.0,0.0,0.958
dhdl_modified_959.xvg,0.0,0.0,0.959
dhdl_modified_960.xvg,0.0,0.0,0.96
dhdl_modified_961.xvg,0.0,0.0,0.961
dhdl_modified_962.xvg,0.0,0.0,0.962
dhdl_modified_963.xvg,0.0,0.0,0.963
dhdl_modified_964.xvg,0.0,0.0,0.964
dhdl_modified_965.xvg,0.0,0.0,0.965
dhdl_modified_966.xvg,0.0,0.0,0.966
dhdl_modified_967.xvg,0.0,0.0,0.967
dhdl_modified_968.xvg,0.0,0.0,0.968
dhdl_modified_969.xvg,0.0,0.0,0.969
dhdl_modified_970.xvg,0.0,0.0,0.97
dhdl_modified_971.xvg,0.0,0.0,0.971
dhdl_modified_972.xvg,0.0,0.0,0.972
dhdl_modified_973.xvg,0.0,0.0,0.973
dhdl_modified_974.xvg,0.0,0.0,0.974
dhdl_modified_975.xvg,0.0,0.0,0.975
dhdl_modified_976.xvg,0.0,0.0,0.976
dhdl_modified_977.xvg,0.0,0.0,0.977
dhdl_modified_978.xvg,0.0,0.0,0.978
dhdl_modified_979.xvg,0.0,0.0,0.979
dhdl_modified_980.xvg,0.0,0.0,0.98
dhdl_modified_981.xvg,0.0,0.0,0.981
dhdl_modified_982.xvg,0.0,0.0,0.982
dhdl_modified_983.xvg,0.0,0.0,0.983
dhdl_modified_984.xvg,0.0,0.0,0.984
dhdl_modified_985.xvg,0.0,0.0,0.985
dhdl_modified_986.xvg,0.0,0.0,0.986
dhdl_modified_987.xvg,0.0,0.0,0.987
dhdl_modified_988.xvg,0.0,0.0,0.988
dhdl_modified_989.xvg,0.0,0.0,0.989
dhdl_modified_990.xvg,0.0,0.0,0.99
dhdl_modified_991.xvg,0.0,0.0,0.991
dhdl_modified_992.xvg,0.0,0.0,0.992
dhdl_modified_993.xvg,0.0,0.0,0.993
dhdl_modified_994.xvg,0.0,0.0,0.994
dhdl_modified_995.xvg,0.0,0.0,0.995
dhdl_modified_996.xvg,0.0,0.0,0.996
dhdl_modified_997.xvg,0.0,0.0,0.997
dhdl_modified_998.xvg,0.0,0.0,0.998
dhdl_modified_999.xvg,0.0,0.0,0.999
dhdl_modified_1000.xvg,0.0,0.0,1.0
dhdl_modified_1001.xvg,0.0,0.0,1.001
dhdl_modified_1002.xvg,0.0,0.0,1.002
dhdl_modified_1003.xvg,0.0,0.0,1.003
dhdl_modified_1004.xvg,0.0,0.0,1.004
dhdl_modified_1005.xvg,0.0,0.0,1.005
dhdl_modified_1006.xvg,0.0,0.0,1.006
dhdl_modified_1007.xvg,0.0,0.0,1.007
dhdl_modified_1008.xvg,0.0,0.0,1.008
dhdl_modified_1009.xvg,0.0,0.0,1.009
dhdl_modified_1010.xvg,0.0,0.0,1.01
dhdl_modified_1011.xvg,0.0,0.0,1.011
dhdl_modified_1012.xvg,0.0,0.0,1.012
dhdl_modified_1013.xvg,0.0,0.0,1.013
dhdl_modified_1014.xvg,0.0,0.0,1.014
dhdl_modified_1015.xvg,0.0,0.0,1.015
dhdl_modified_1016.xvg,0.0,0.0,1.016
dhdl_modified_1017.xvg,0.0,0.0,1.017
dhdl_modified_1018.xvg,0.0,0.0,1.018
dhdl_modified_1019.xvg,0.0,0.0,1.019
dhdl_modified_1020.xvg,0.0,0.0,1.02
dhdl_modified_1021.xvg,0.0,0.0,1.021
dhdl_modified_1022.xvg,0.0,0.0,1.022
dhdl_modified_1023.xvg,0.0,0.0,1.023
dhdl_modified_1024.xvg,0.0,0.0,1.024
dhdl_modified_1025.xvg,0.0,0.0,1.025
dhdl_modified_1026.xvg,0.0,0.0,1.026
dhdl_modified_1027.xvg,0.0,0.0,1.027
dhdl_modified_1028.xvg,0.0,0.0,1.028
dhdl_modified_1029.xvg,0.0,0.0,1.029
dhdl_modified_1030.xvg,0.0,0.0,1.03
dhdl_modified_1031.xvg,0.0,0.0,1.031
dhdl_modified_1032.xvg,0.0,0.0,1.032
dhdl_modified_1033.xvg,0.0,0.0,1.033
dhdl_modified_1034.xvg,0.0,0.0,1.034
dhdl_modified_1035.xvg,0.0,0.0,1.035
dhdl_modified_1036.xvg,0.0,0.0,1.036
dhdl_modified_1037.xvg,0.0,0.0,1.037
dhdl_modified_1038.xvg,0.0,0.0,1.038
