Filename,Time (ps),LJ Energy (kJ/mol)
dhdl_modified_564.xvg,0.000000,898.065308
dhdl_modified_565.xvg,0.000000,878.547424
dhdl_modified_566.xvg,0.000000,859.478149
dhdl_modified_567.xvg,0.000000,840.844238
dhdl_modified_568.xvg,0.000000,822.633545
dhdl_modified_569.xvg,0.000000,804.838867
dhdl_modified_570.xvg,0.000000,787.448425
dhdl_modified_571.xvg,0.000000,770.451599
dhdl_modified_572.xvg,0.000000,753.841309
dhdl_modified_573.xvg,0.000000,737.606079
dhdl_modified_574.xvg,0.000000,721.736816
dhdl_modified_575.xvg,0.000000,706.226257
dhdl_modified_576.xvg,0.000000,691.064453
dhdl_modified_577.xvg,0.000000,676.243469
dhdl_modified_578.xvg,0.000000,661.753723
dhdl_modified_579.xvg,0.000000,647.590149
dhdl_modified_580.xvg,0.000000,633.742371
dhdl_modified_581.xvg,0.000000,620.204651
dhdl_modified_582.xvg,0.000000,606.966553
dhdl_modified_583.xvg,0.000000,594.024780
dhdl_modified_584.xvg,0.000000,581.370728
dhdl_modified_585.xvg,0.000000,568.997375
dhdl_modified_586.xvg,0.000000,556.897522
dhdl_modified_587.xvg,0.000000,545.063782
dhdl_modified_588.xvg,0.000000,533.493896
dhdl_modified_589.xvg,0.000000,522.178101
dhdl_modified_590.xvg,0.000000,511.111328
dhdl_modified_591.xvg,0.000000,500.287750
dhdl_modified_592.xvg,0.000000,489.700623
dhdl_modified_593.xvg,0.000000,479.346466
dhdl_modified_594.xvg,0.000000,469.218567
dhdl_modified_595.xvg,0.000000,459.311768
dhdl_modified_596.xvg,0.000000,449.620148
dhdl_modified_597.xvg,0.000000,440.140656
dhdl_modified_598.xvg,0.000000,430.867065
dhdl_modified_599.xvg,0.000000,421.794861
dhdl_modified_600.xvg,0.000000,412.919067
dhdl_modified_601.xvg,0.000000,404.234528
dhdl_modified_602.xvg,0.000000,395.737579
dhdl_modified_603.xvg,0.000000,387.424561
dhdl_modified_604.xvg,0.000000,379.291138
dhdl_modified_605.xvg,0.000000,371.331787
dhdl_modified_606.xvg,0.000000,363.542938
dhdl_modified_607.xvg,0.000000,355.921844
dhdl_modified_608.xvg,0.000000,348.463715
dhdl_modified_609.xvg,0.000000,341.165161
dhdl_modified_610.xvg,0.000000,334.021240
dhdl_modified_611.xvg,0.000000,327.030731
dhdl_modified_612.xvg,0.000000,320.188690
dhdl_modified_613.xvg,0.000000,313.491882
dhdl_modified_614.xvg,0.000000,306.937775
dhdl_modified_615.xvg,0.000000,300.520874
dhdl_modified_616.xvg,0.000000,294.241028
dhdl_modified_617.xvg,0.000000,288.093658
dhdl_modified_618.xvg,0.000000,282.075653
dhdl_modified_619.xvg,0.000000,276.184204
dhdl_modified_620.xvg,0.000000,270.417389
dhdl_modified_621.xvg,0.000000,264.770874
dhdl_modified_622.xvg,0.000000,259.243286
dhdl_modified_623.xvg,0.000000,253.831055
dhdl_modified_624.xvg,0.000000,248.532150
dhdl_modified_625.xvg,0.000000,243.343506
dhdl_modified_626.xvg,0.000000,238.263412
dhdl_modified_627.xvg,0.000000,233.288910
dhdl_modified_628.xvg,0.000000,228.418228
dhdl_modified_629.xvg,0.000000,223.647964
dhdl_modified_630.xvg,0.000000,218.976715
dhdl_modified_631.xvg,0.000000,214.402206
dhdl_modified_632.xvg,0.000000,209.922409
dhdl_modified_633.xvg,0.000000,205.534668
dhdl_modified_634.xvg,0.000000,201.237625
dhdl_modified_635.xvg,0.000000,197.029037
dhdl_modified_636.xvg,0.000000,192.906876
dhdl_modified_637.xvg,0.000000,188.869446
dhdl_modified_638.xvg,0.000000,184.914352
dhdl_modified_639.xvg,0.000000,181.040604
dhdl_modified_640.xvg,0.000000,177.245865
dhdl_modified_641.xvg,0.000000,173.528564
dhdl_modified_642.xvg,0.000000,169.887207
dhdl_modified_643.xvg,0.000000,166.319366
dhdl_modified_644.xvg,0.000000,162.824600
dhdl_modified_645.xvg,0.000000,159.400650
dhdl_modified_646.xvg,0.000000,156.046021
dhdl_modified_647.xvg,0.000000,152.758972
dhdl_modified_648.xvg,0.000000,149.538773
dhdl_modified_649.xvg,0.000000,146.383438
dhdl_modified_650.xvg,0.000000,143.291763
dhdl_modified_651.xvg,0.000000,140.262283
dhdl_modified_652.xvg,0.000000,137.293579
dhdl_modified_653.xvg,0.000000,134.384537
dhdl_modified_654.xvg,0.000000,131.534027
dhdl_modified_655.xvg,0.000000,128.740448
dhdl_modified_656.xvg,0.000000,126.002518
dhdl_modified_657.xvg,0.000000,123.319328
dhdl_modified_658.xvg,0.000000,120.689972
dhdl_modified_659.xvg,0.000000,118.112610
dhdl_modified_660.xvg,0.000000,115.586716
dhdl_modified_661.xvg,0.000000,113.110764
dhdl_modified_662.xvg,0.000000,110.684189
dhdl_modified_663.xvg,0.000000,108.305550
dhdl_modified_664.xvg,0.000000,105.973969
dhdl_modified_665.xvg,0.000000,103.688538
dhdl_modified_666.xvg,0.000000,101.448082
dhdl_modified_667.xvg,0.000000,99.251976
dhdl_modified_668.xvg,0.000000,97.098984
dhdl_modified_669.xvg,0.000000,94.988297
dhdl_modified_670.xvg,0.000000,92.918953
dhdl_modified_671.xvg,0.000000,90.890327
dhdl_modified_672.xvg,0.000000,88.901329
dhdl_modified_673.xvg,0.000000,86.951294
dhdl_modified_674.xvg,0.000000,85.039383
dhdl_modified_675.xvg,0.000000,83.164612
dhdl_modified_676.xvg,0.000000,81.326477
dhdl_modified_677.xvg,0.000000,79.524254
dhdl_modified_678.xvg,0.000000,77.756836
dhdl_modified_679.xvg,0.000000,76.023926
dhdl_modified_680.xvg,0.000000,74.324348
dhdl_modified_681.xvg,0.000000,72.657776
dhdl_modified_682.xvg,0.000000,71.023636
dhdl_modified_683.xvg,0.000000,69.420860
dhdl_modified_684.xvg,0.000000,67.849068
dhdl_modified_685.xvg,0.000000,66.307510
dhdl_modified_686.xvg,0.000000,64.795578
dhdl_modified_687.xvg,0.000000,63.312820
dhdl_modified_688.xvg,0.000000,61.858505
dhdl_modified_689.xvg,0.000000,60.431931
dhdl_modified_690.xvg,0.000000,59.032780
dhdl_modified_691.xvg,0.000000,57.660488
dhdl_modified_692.xvg,0.000000,56.314335
dhdl_modified_693.xvg,0.000000,54.993820
dhdl_modified_694.xvg,0.000000,53.698490
dhdl_modified_695.xvg,0.000000,52.427856
dhdl_modified_696.xvg,0.000000,51.181381
dhdl_modified_697.xvg,0.000000,49.958591
dhdl_modified_698.xvg,0.000000,48.758854
dhdl_modified_699.xvg,0.000000,47.581974
dhdl_modified_700.xvg,0.000000,46.427410
dhdl_modified_701.xvg,0.000000,45.294636
dhdl_modified_702.xvg,0.000000,44.183304
dhdl_modified_703.xvg,0.000000,43.092735
dhdl_modified_704.xvg,0.000000,42.022900
dhdl_modified_705.xvg,0.000000,40.973183
dhdl_modified_706.xvg,0.000000,39.943108
dhdl_modified_707.xvg,0.000000,38.932320
dhdl_modified_708.xvg,0.000000,37.940666
dhdl_modified_709.xvg,0.000000,36.967583
dhdl_modified_710.xvg,0.000000,36.012589
dhdl_modified_711.xvg,0.000000,35.075466
dhdl_modified_712.xvg,0.000000,34.155807
dhdl_modified_713.xvg,0.000000,33.253349
dhdl_modified_714.xvg,0.000000,32.367691
dhdl_modified_715.xvg,0.000000,31.498562
dhdl_modified_716.xvg,0.000000,30.645559
dhdl_modified_717.xvg,0.000000,29.808376
dhdl_modified_718.xvg,0.000000,28.986736
dhdl_modified_719.xvg,0.000000,28.180321
dhdl_modified_720.xvg,0.000000,27.388775
dhdl_modified_721.xvg,0.000000,26.611872
dhdl_modified_722.xvg,0.000000,25.849411
dhdl_modified_723.xvg,0.000000,25.101017
dhdl_modified_724.xvg,0.000000,24.366266
dhdl_modified_725.xvg,0.000000,23.645124
dhdl_modified_726.xvg,0.000000,22.937225
dhdl_modified_727.xvg,0.000000,22.242348
dhdl_modified_728.xvg,0.000000,21.560215
dhdl_modified_729.xvg,0.000000,20.890636
dhdl_modified_730.xvg,0.000000,20.233223
dhdl_modified_731.xvg,0.000000,19.587887
dhdl_modified_732.xvg,0.000000,18.954342
dhdl_modified_733.xvg,0.000000,18.332390
dhdl_modified_734.xvg,0.000000,17.721706
dhdl_modified_735.xvg,0.000000,17.122217
dhdl_modified_736.xvg,0.000000,16.533611
dhdl_modified_737.xvg,0.000000,15.955703
dhdl_modified_738.xvg,0.000000,15.388308
dhdl_modified_739.xvg,0.000000,14.831175
dhdl_modified_740.xvg,0.000000,14.284167
dhdl_modified_741.xvg,0.000000,13.747053
dhdl_modified_742.xvg,0.000000,13.219657
dhdl_modified_743.xvg,0.000000,12.701810
dhdl_modified_744.xvg,0.000000,12.193272
dhdl_modified_745.xvg,0.000000,11.693954
dhdl_modified_746.xvg,0.000000,11.203625
dhdl_modified_747.xvg,0.000000,10.722083
dhdl_modified_748.xvg,0.000000,10.249261
dhdl_modified_749.xvg,0.000000,9.784879
dhdl_modified_750.xvg,0.000000,9.328963
dhdl_modified_751.xvg,0.000000,8.881780
dhdl_modified_752.xvg,0.000000,8.443789
dhdl_modified_753.xvg,0.000000,8.015299
dhdl_modified_754.xvg,0.000000,7.596609
dhdl_modified_755.xvg,0.000000,7.188169
dhdl_modified_756.xvg,0.000000,6.790193
dhdl_modified_757.xvg,0.000000,6.402994
dhdl_modified_758.xvg,0.000000,6.026772
dhdl_modified_759.xvg,0.000000,5.661836
dhdl_modified_760.xvg,0.000000,5.308337
dhdl_modified_761.xvg,0.000000,4.966524
dhdl_modified_762.xvg,0.000000,4.636524
dhdl_modified_763.xvg,0.000000,4.318392
dhdl_modified_764.xvg,0.000000,4.012337
dhdl_modified_765.xvg,0.000000,3.718473
dhdl_modified_766.xvg,0.000000,3.436785
dhdl_modified_767.xvg,0.000000,3.167330
dhdl_modified_768.xvg,0.000000,2.910170
dhdl_modified_769.xvg,0.000000,2.665253
dhdl_modified_770.xvg,0.000000,2.432597
dhdl_modified_771.xvg,0.000000,2.212094
dhdl_modified_772.xvg,0.000000,2.003699
dhdl_modified_773.xvg,0.000000,1.807265
dhdl_modified_774.xvg,0.000000,1.622754
dhdl_modified_775.xvg,0.000000,1.449958
dhdl_modified_776.xvg,0.000000,1.288684
dhdl_modified_777.xvg,0.000000,1.138806
dhdl_modified_778.xvg,0.000000,1.000001
dhdl_modified_779.xvg,0.000000,0.872075
dhdl_modified_780.xvg,0.000000,0.754840
dhdl_modified_781.xvg,0.000000,0.647797
dhdl_modified_782.xvg,0.000000,0.550801
dhdl_modified_783.xvg,0.000000,0.463448
dhdl_modified_784.xvg,0.000000,0.385358
dhdl_modified_785.xvg,0.000000,0.316159
dhdl_modified_786.xvg,0.000000,0.255402
dhdl_modified_787.xvg,0.000000,0.202681
dhdl_modified_788.xvg,0.000000,0.157479
dhdl_modified_789.xvg,0.000000,0.119343
dhdl_modified_790.xvg,0.000000,0.087748
dhdl_modified_791.xvg,0.000000,0.062162
dhdl_modified_792.xvg,0.000000,0.041991
dhdl_modified_793.xvg,0.000000,0.026680
dhdl_modified_794.xvg,0.000000,0.015586
dhdl_modified_795.xvg,0.000000,0.008037
dhdl_modified_796.xvg,0.000000,0.003428
dhdl_modified_797.xvg,0.000000,0.001014
dhdl_modified_798.xvg,0.000000,0.000133
dhdl_modified_799.xvg,0.000000,0.000020
dhdl_modified_800.xvg,0.000000,0.000000
dhdl_modified_801.xvg,0.000000,0.000000
dhdl_modified_802.xvg,0.000000,0.000000
dhdl_modified_803.xvg,0.000000,0.000000
dhdl_modified_804.xvg,0.000000,0.000000
dhdl_modified_805.xvg,0.000000,0.000000
dhdl_modified_806.xvg,0.000000,0.000000
dhdl_modified_807.xvg,0.000000,0.000000
dhdl_modified_808.xvg,0.000000,0.000000
dhdl_modified_809.xvg,0.000000,0.000000
dhdl_modified_810.xvg,0.000000,0.000000
dhdl_modified_811.xvg,0.000000,0.000000
dhdl_modified_812.xvg,0.000000,0.000000
dhdl_modified_813.xvg,0.000000,0.000000
dhdl_modified_814.xvg,0.000000,0.000000
dhdl_modified_815.xvg,0.000000,0.000000
dhdl_modified_816.xvg,0.000000,0.000000
dhdl_modified_817.xvg,0.000000,0.000000
dhdl_modified_818.xvg,0.000000,0.000000
dhdl_modified_819.xvg,0.000000,0.000000
dhdl_modified_820.xvg,0.000000,0.000000
dhdl_modified_821.xvg,0.000000,0.000000
dhdl_modified_822.xvg,0.000000,0.000000
dhdl_modified_823.xvg,0.000000,0.000000
dhdl_modified_824.xvg,0.000000,0.000000
dhdl_modified_825.xvg,0.000000,0.000000
dhdl_modified_826.xvg,0.000000,0.000000
dhdl_modified_827.xvg,0.000000,0.000000
dhdl_modified_828.xvg,0.000000,0.000000
dhdl_modified_829.xvg,0.000000,0.000000
dhdl_modified_830.xvg,0.000000,0.000000
dhdl_modified_831.xvg,0.000000,0.000000
dhdl_modified_832.xvg,0.000000,0.000000
dhdl_modified_833.xvg,0.000000,0.000000
dhdl_modified_834.xvg,0.000000,0.000000
dhdl_modified_835.xvg,0.000000,0.000000
dhdl_modified_836.xvg,0.000000,0.000000
dhdl_modified_837.xvg,0.000000,0.000000
dhdl_modified_838.xvg,0.000000,0.000000
dhdl_modified_839.xvg,0.000000,0.000000
dhdl_modified_840.xvg,0.000000,0.000000
dhdl_modified_841.xvg,0.000000,0.000000
dhdl_modified_842.xvg,0.000000,0.000000
dhdl_modified_843.xvg,0.000000,0.000000
dhdl_modified_844.xvg,0.000000,0.000000
dhdl_modified_845.xvg,0.000000,0.000000
dhdl_modified_846.xvg,0.000000,0.000000
dhdl_modified_847.xvg,0.000000,0.000000
dhdl_modified_848.xvg,0.000000,0.000000
dhdl_modified_849.xvg,0.000000,0.000000
dhdl_modified_850.xvg,0.000000,0.000000
dhdl_modified_851.xvg,0.000000,0.000000
dhdl_modified_852.xvg,0.000000,0.000000
dhdl_modified_853.xvg,0.000000,0.000000
dhdl_modified_854.xvg,0.000000,0.000000
dhdl_modified_855.xvg,0.000000,0.000000
dhdl_modified_856.xvg,0.000000,0.000000
dhdl_modified_857.xvg,0.000000,0.000000
dhdl_modified_858.xvg,0.000000,0.000000
dhdl_modified_859.xvg,0.000000,0.000000
dhdl_modified_860.xvg,0.000000,0.000000
dhdl_modified_861.xvg,0.000000,0.000000
dhdl_modified_862.xvg,0.000000,0.000000
dhdl_modified_863.xvg,0.000000,0.000000
dhdl_modified_864.xvg,0.000000,0.000000
dhdl_modified_865.xvg,0.000000,0.000000
dhdl_modified_866.xvg,0.000000,0.000000
dhdl_modified_867.xvg,0.000000,0.000000
dhdl_modified_868.xvg,0.000000,0.000000
dhdl_modified_869.xvg,0.000000,0.000000
dhdl_modified_870.xvg,0.000000,0.000000
dhdl_modified_871.xvg,0.000000,0.000000
dhdl_modified_872.xvg,0.000000,0.000000
dhdl_modified_873.xvg,0.000000,0.000000
dhdl_modified_874.xvg,0.000000,0.000000
dhdl_modified_875.xvg,0.000000,0.000000
dhdl_modified_876.xvg,0.000000,0.000000
dhdl_modified_877.xvg,0.000000,0.000000
dhdl_modified_878.xvg,0.000000,0.000000
dhdl_modified_879.xvg,0.000000,0.000000
dhdl_modified_880.xvg,0.000000,0.000000
dhdl_modified_881.xvg,0.000000,0.000000
dhdl_modified_882.xvg,0.000000,0.000000
dhdl_modified_883.xvg,0.000000,0.000000
dhdl_modified_884.xvg,0.000000,0.000000
dhdl_modified_885.xvg,0.000000,0.000000
dhdl_modified_886.xvg,0.000000,0.000000
dhdl_modified_887.xvg,0.000000,0.000000
dhdl_modified_888.xvg,0.000000,0.000000
dhdl_modified_889.xvg,0.000000,0.000000
dhdl_modified_890.xvg,0.000000,0.000000
dhdl_modified_891.xvg,0.000000,0.000000
dhdl_modified_892.xvg,0.000000,0.000000
dhdl_modified_893.xvg,0.000000,0.000000
dhdl_modified_894.xvg,0.000000,0.000000
dhdl_modified_895.xvg,0.000000,0.000000
dhdl_modified_896.xvg,0.000000,0.000000
dhdl_modified_897.xvg,0.000000,0.000000
dhdl_modified_898.xvg,0.000000,0.000000
dhdl_modified_899.xvg,0.000000,0.000000
dhdl_modified_900.xvg,0.000000,0.000000
dhdl_modified_901.xvg,0.000000,0.000000
dhdl_modified_902.xvg,0.000000,0.000000
dhdl_modified_903.xvg,0.000000,0.000000
dhdl_modified_904.xvg,0.000000,0.000000
dhdl_modified_905.xvg,0.000000,0.000000
dhdl_modified_906.xvg,0.000000,0.000000
dhdl_modified_907.xvg,0.000000,0.000000
dhdl_modified_908.xvg,0.000000,0.000000
dhdl_modified_909.xvg,0.000000,0.000000
dhdl_modified_910.xvg,0.000000,0.000000
dhdl_modified_911.xvg,0.000000,0.000000
dhdl_modified_912.xvg,0.000000,0.000000
dhdl_modified_913.xvg,0.000000,0.000000
dhdl_modified_914.xvg,0.000000,0.000000
dhdl_modified_915.xvg,0.000000,0.000000
dhdl_modified_916.xvg,0.000000,0.000000
dhdl_modified_917.xvg,0.000000,0.000000
dhdl_modified_918.xvg,0.000000,0.000000
dhdl_modified_919.xvg,0.000000,0.000000
dhdl_modified_920.xvg,0.000000,0.000000
dhdl_modified_921.xvg,0.000000,0.000000
dhdl_modified_922.xvg,0.000000,0.000000
dhdl_modified_923.xvg,0.000000,0.000000
dhdl_modified_924.xvg,0.000000,0.000000
dhdl_modified_925.xvg,0.000000,0.000000
dhdl_modified_926.xvg,0.000000,0.000000
dhdl_modified_927.xvg,0.000000,0.000000
dhdl_modified_928.xvg,0.000000,0.000000
dhdl_modified_929.xvg,0.000000,0.000000
dhdl_modified_930.xvg,0.000000,0.000000
dhdl_modified_931.xvg,0.000000,0.000000
dhdl_modified_932.xvg,0.000000,0.000000
dhdl_modified_933.xvg,0.000000,0.000000
dhdl_modified_934.xvg,0.000000,0.000000
dhdl_modified_935.xvg,0.000000,0.000000
dhdl_modified_936.xvg,0.000000,0.000000
dhdl_modified_937.xvg,0.000000,0.000000
dhdl_modified_938.xvg,0.000000,0.000000
dhdl_modified_939.xvg,0.000000,0.000000
dhdl_modified_940.xvg,0.000000,0.000000
dhdl_modified_941.xvg,0.000000,0.000000
dhdl_modified_942.xvg,0.000000,0.000000
dhdl_modified_943.xvg,0.000000,0.000000
dhdl_modified_944.xvg,0.000000,0.000000
dhdl_modified_945.xvg,0.000000,0.000000
dhdl_modified_946.xvg,0.000000,0.000000
dhdl_modified_947.xvg,0.000000,0.000000
dhdl_modified_948.xvg,0.000000,0.000000
dhdl_modified_949.xvg,0.000000,0.000000
dhdl_modified_950.xvg,0.000000,0.000000
dhdl_modified_951.xvg,0.000000,0.000000
dhdl_modified_952.xvg,0.000000,0.000000
dhdl_modified_953.xvg,0.000000,0.000000
dhdl_modified_954.xvg,0.000000,0.000000
dhdl_modified_955.xvg,0.000000,0.000000
dhdl_modified_956.xvg,0.000000,0.000000
dhdl_modified_957.xvg,0.000000,0.000000
dhdl_modified_958.xvg,0.000000,0.000000
dhdl_modified_959.xvg,0.000000,0.000000
dhdl_modified_960.xvg,0.000000,0.000000
dhdl_modified_961.xvg,0.000000,0.000000
dhdl_modified_962.xvg,0.000000,0.000000
dhdl_modified_963.xvg,0.000000,0.000000
dhdl_modified_964.xvg,0.000000,0.000000
dhdl_modified_965.xvg,0.000000,0.000000
dhdl_modified_966.xvg,0.000000,0.000000
dhdl_modified_967.xvg,0.000000,0.000000
dhdl_modified_968.xvg,0.000000,0.000000
dhdl_modified_969.xvg,0.000000,0.000000
dhdl_modified_970.xvg,0.000000,0.000000
dhdl_modified_971.xvg,0.000000,0.000000
dhdl_modified_972.xvg,0.000000,0.000000
dhdl_modified_973.xvg,0.000000,0.000000
dhdl_modified_974.xvg,0.000000,0.000000
dhdl_modified_975.xvg,0.000000,0.000000
dhdl_modified_976.xvg,0.000000,0.000000
dhdl_modified_977.xvg,0.000000,0.000000
dhdl_modified_978.xvg,0.000000,0.000000
dhdl_modified_979.xvg,0.000000,0.000000
dhdl_modified_980.xvg,0.000000,0.000000
dhdl_modified_981.xvg,0.000000,0.000000
dhdl_modified_982.xvg,0.000000,0.000000
dhdl_modified_983.xvg,0.000000,0.000000
dhdl_modified_984.xvg,0.000000,0.000000
dhdl_modified_985.xvg,0.000000,0.000000
dhdl_modified_986.xvg,0.000000,0.000000
dhdl_modified_987.xvg,0.000000,0.000000
dhdl_modified_988.xvg,0.000000,0.000000
dhdl_modified_989.xvg,0.000000,0.000000
dhdl_modified_990.xvg,0.000000,0.000000
dhdl_modified_991.xvg,0.000000,0.000000
dhdl_modified_992.xvg,0.000000,0.000000
dhdl_modified_993.xvg,0.000000,0.000000
dhdl_modified_994.xvg,0.000000,0.000000
dhdl_modified_995.xvg,0.000000,0.000000
dhdl_modified_996.xvg,0.000000,0.000000
dhdl_modified_997.xvg,0.000000,0.000000
dhdl_modified_998.xvg,0.000000,0.000000
dhdl_modified_999.xvg,0.000000,0.000000
dhdl_modified_1000.xvg,0.000000,0.000000
dhdl_modified_1001.xvg,0.000000,0.000000
dhdl_modified_1002.xvg,0.000000,0.000000
dhdl_modified_1003.xvg,0.000000,0.000000
dhdl_modified_1004.xvg,0.000000,0.000000
dhdl_modified_1005.xvg,0.000000,0.000000
dhdl_modified_1006.xvg,0.000000,0.000000
dhdl_modified_1007.xvg,0.000000,0.000000
dhdl_modified_1008.xvg,0.000000,0.000000
dhdl_modified_1009.xvg,0.000000,0.000000
dhdl_modified_1010.xvg,0.000000,0.000000
dhdl_modified_1011.xvg,0.000000,0.000000
dhdl_modified_1012.xvg,0.000000,0.000000
dhdl_modified_1013.xvg,0.000000,0.000000
dhdl_modified_1014.xvg,0.000000,0.000000
dhdl_modified_1015.xvg,0.000000,0.000000
dhdl_modified_1016.xvg,0.000000,0.000000
dhdl_modified_1017.xvg,0.000000,0.000000
dhdl_modified_1018.xvg,0.000000,0.000000
dhdl_modified_1019.xvg,0.000000,0.000000
dhdl_modified_1020.xvg,0.000000,0.000000
dhdl_modified_1021.xvg,0.000000,0.000000
dhdl_modified_1022.xvg,0.000000,0.000000
dhdl_modified_1023.xvg,0.000000,0.000000
dhdl_modified_1024.xvg,0.000000,0.000000
dhdl_modified_1025.xvg,0.000000,0.000000
dhdl_modified_1026.xvg,0.000000,0.000000
dhdl_modified_1027.xvg,0.000000,0.000000
dhdl_modified_1028.xvg,0.000000,0.000000
dhdl_modified_1029.xvg,0.000000,0.000000
dhdl_modified_1030.xvg,0.000000,0.000000
dhdl_modified_1031.xvg,0.000000,0.000000
dhdl_modified_1032.xvg,0.000000,0.000000
dhdl_modified_1033.xvg,0.000000,0.000000
dhdl_modified_1034.xvg,0.000000,0.000000
dhdl_modified_1035.xvg,0.000000,0.000000
dhdl_modified_1036.xvg,0.000000,0.000000
dhdl_modified_1037.xvg,0.000000,0.000000
dhdl_modified_1038.xvg,0.000000,0.000000
dhdl_modified_1039.xvg,0.000000,0.000000
dhdl_modified_1040.xvg,0.000000,0.000000
dhdl_modified_1041.xvg,0.000000,0.000000
dhdl_modified_1042.xvg,0.000000,0.000000
dhdl_modified_1043.xvg,0.000000,0.000000
dhdl_modified_1044.xvg,0.000000,0.000000
dhdl_modified_1045.xvg,0.000000,0.000000
dhdl_modified_1046.xvg,0.000000,0.000000
dhdl_modified_1047.xvg,0.000000,0.000000
dhdl_modified_1048.xvg,0.000000,0.000000
dhdl_modified_1049.xvg,0.000000,0.000000
dhdl_modified_1050.xvg,0.000000,0.000000
dhdl_modified_1051.xvg,0.000000,0.000000
dhdl_modified_1052.xvg,0.000000,0.000000
dhdl_modified_1053.xvg,0.000000,0.000000
dhdl_modified_1054.xvg,0.000000,0.000000
dhdl_modified_1055.xvg,0.000000,0.000000
dhdl_modified_1056.xvg,0.000000,0.000000
dhdl_modified_1057.xvg,0.000000,0.000000
dhdl_modified_1058.xvg,0.000000,0.000000
dhdl_modified_1059.xvg,0.000000,0.000000
dhdl_modified_1060.xvg,0.000000,0.000000
dhdl_modified_1061.xvg,0.000000,0.000000
dhdl_modified_1062.xvg,0.000000,0.000000
dhdl_modified_1063.xvg,0.000000,0.000000
dhdl_modified_1064.xvg,0.000000,0.000000
dhdl_modified_1065.xvg,0.000000,0.000000
dhdl_modified_1066.xvg,0.000000,0.000000
dhdl_modified_1067.xvg,0.000000,0.000000
dhdl_modified_1068.xvg,0.000000,0.000000
dhdl_modified_1069.xvg,0.000000,0.000000
dhdl_modified_1070.xvg,0.000000,0.000000
dhdl_modified_1071.xvg,0.000000,0.000000
dhdl_modified_1072.xvg,0.000000,0.000000
dhdl_modified_1073.xvg,0.000000,0.000000
dhdl_modified_1074.xvg,0.000000,0.000000
dhdl_modified_1075.xvg,0.000000,0.000000
dhdl_modified_1076.xvg,0.000000,0.000000
dhdl_modified_1077.xvg,0.000000,0.000000
dhdl_modified_1078.xvg,0.000000,0.000000
dhdl_modified_1079.xvg,0.000000,0.000000
dhdl_modified_1080.xvg,0.000000,0.000000
dhdl_modified_1081.xvg,0.000000,0.000000
dhdl_modified_1082.xvg,0.000000,0.000000
dhdl_modified_1083.xvg,0.000000,0.000000
dhdl_modified_1084.xvg,0.000000,0.000000
dhdl_modified_1085.xvg,0.000000,0.000000
dhdl_modified_1086.xvg,0.000000,0.000000
dhdl_modified_1087.xvg,0.000000,0.000000
dhdl_modified_1088.xvg,0.000000,0.000000
dhdl_modified_1089.xvg,0.000000,0.000000
dhdl_modified_1090.xvg,0.000000,0.000000
dhdl_modified_1091.xvg,0.000000,0.000000
dhdl_modified_1092.xvg,0.000000,0.000000
dhdl_modified_1093.xvg,0.000000,0.000000
dhdl_modified_1094.xvg,0.000000,0.000000
dhdl_modified_1095.xvg,0.000000,0.000000
dhdl_modified_1096.xvg,0.000000,0.000000
dhdl_modified_1097.xvg,0.000000,0.000000
dhdl_modified_1098.xvg,0.000000,0.000000
dhdl_modified_1099.xvg,0.000000,0.000000
dhdl_modified_1100.xvg,0.000000,0.000000
dhdl_modified_1101.xvg,0.000000,0.000000
dhdl_modified_1102.xvg,0.000000,0.000000
dhdl_modified_1103.xvg,0.000000,0.000000
dhdl_modified_1104.xvg,0.000000,0.000000
dhdl_modified_1105.xvg,0.000000,0.000000
dhdl_modified_1106.xvg,0.000000,0.000000
dhdl_modified_1107.xvg,0.000000,0.000000
dhdl_modified_1108.xvg,0.000000,0.000000
dhdl_modified_1109.xvg,0.000000,0.000000
dhdl_modified_1110.xvg,0.000000,0.000000
dhdl_modified_1111.xvg,0.000000,0.000000
dhdl_modified_1112.xvg,0.000000,0.000000
dhdl_modified_1113.xvg,0.000000,0.000000
dhdl_modified_1114.xvg,0.000000,0.000000
dhdl_modified_1115.xvg,0.000000,0.000000
dhdl_modified_1116.xvg,0.000000,0.000000
dhdl_modified_1117.xvg,0.000000,0.000000
dhdl_modified_1118.xvg,0.000000,0.000000
dhdl_modified_1119.xvg,0.000000,0.000000
dhdl_modified_1120.xvg,0.000000,0.000000
dhdl_modified_1121.xvg,0.000000,0.000000
dhdl_modified_1122.xvg,0.000000,0.000000
dhdl_modified_1123.xvg,0.000000,0.000000
dhdl_modified_1124.xvg,0.000000,0.000000
dhdl_modified_1125.xvg,0.000000,0.000000
dhdl_modified_1126.xvg,0.000000,0.000000
dhdl_modified_1127.xvg,0.000000,0.000000
dhdl_modified_1128.xvg,0.000000,0.000000
dhdl_modified_1129.xvg,0.000000,0.000000
dhdl_modified_1130.xvg,0.000000,0.000000
dhdl_modified_1131.xvg,0.000000,0.000000
dhdl_modified_1132.xvg,0.000000,0.000000
dhdl_modified_1133.xvg,0.000000,0.000000
dhdl_modified_1134.xvg,0.000000,0.000000
dhdl_modified_1135.xvg,0.000000,0.000000
dhdl_modified_1136.xvg,0.000000,0.000000
dhdl_modified_1137.xvg,0.000000,0.000000
dhdl_modified_1138.xvg,0.000000,0.000000
dhdl_modified_1139.xvg,0.000000,0.000000
